Shift ID,Nurse ID,Date,Scheduled,Hours_Worked
S0109,N0004,2026-03-08,False,0.0
S0110,N0005,2026-03-08,False,0.0
S0111,N0006,2026-03-08,True,12.0
S0112,N0007,2026-03-08,False,0.0
S0113,N0008,2026-03-08,True,0.0
S0114,N0009,2026-03-08,False,0.0
S0115,N0010,2026-03-08,False,0.0
S0116,N0011,2026-03-08,False,0.0
S0117,N0012,2026-03-08,False,0.0
S0118,N0013,2026-03-08,True,8.0
S0119,N0014,2026-03-08,False,0.0
S0120,N0015,2026-03-08,False,0.0
S0121,N0001,2026-03-09,True,0.0
S0122,N0002,2026-03-09,True,12.0
S0123,N0003,2026-03-09,True,12.0
S0124,N0004,2026-03-09,False,0.0
S0125,N0005,2026-03-09,False,0.0
S0126,N0006,2026-03-09,True,5.0
S0127,N0007,2026-03-09,False,0.0
S0128,N0008,2026-03-09,False,0.0
S0129,N0009,2026-03-09,False,0.0
S0130,N0010,2026-03-09,False,0.0
S0131,N0011,2026-03-09,False,0.0
S0132,N0012,2026-03-09,True,12.0
S0133,N0013,2026-03-09,False,0.0
S0134,N0014,2026-03-09,False,0.0
S0135,N0015,2026-03-09,False,0.0
S0136,N0001,2026-03-10,True,12.0
S0137,N0002,2026-03-10,True,8.0
S0138,N0003,2026-03-10,False,0.0
S0139,N0004,2026-03-10,True,6.0
S0140,N0005,2026-03-10,False,0.0
S0141,N0006,2026-03-10,False,0.0
S0142,N0007,2026-03-10,False,0.0
S0143,N0008,2026-03-10,False,0.0
S0144,N0009,2026-03-10,False,0.0
S0145,N0010,2026-03-10,True,12.0
S0146,N0011,2026-03-10,False,0.0
S0147,N0012,2026-03-10,True,12.0
S0148,N0013,2026-03-10,True,12.0
S0149,N0014,2026-03-10,False,0.0
S0150,N0015,2026-03-10,False,0.0
S0151,N0001,2026-03-11,False,0.0
S0152,N0002,2026-03-11,False,0.0
S0153,N0003,2026-03-11,True,12.0
S0154,N0004,2026-03-11,False,0.0
S0155,N0005,2026-03-11,False,0.0
S0156,N0006,2026-03-11,False,0.0
S0157,N0007,2026-03-11,False,0.0
S0158,N0008,2026-03-11,False,0.0
S0159,N0009,2026-03-11,False,0.0
S0160,N0010,2026-03-11,True,12.0
S0161,N0011,2026-03-11,True,12.0
S0162,N0012,2026-03-11,True,12.0
S0163,N0013,2026-03-11,False,0.0
S0164,N0014,2026-03-11,False,0.0
S0165,N0015,2026-03-11,True,12.0
S0166,N0001,2026-03-12,False,0.0
S0167,N0002,2026-03-12,False,0.0
S0168,N0003,2026-03-12,False,0.0
S0169,N0004,2026-03-12,True,12.0
S0170,N0005,2026-03-12,False,0.0
S0171,N0006,2026-03-12,True,0.0
S0172,N0007,2026-03-12,False,0.0
S0173,N0008,2026-03-12,True,12.0
S0174,N0009,2026-03-12,False,0.0
S0175,N0010,2026-03-12,False,0.0
S0176,N0011,2026-03-12,False,0.0
S0177,N0012,2026-03-12,True,8.0
S0178,N0013,2026-03-12,False,0.0
S0179,N0014,2026-03-12,False,0.0
S0180,N0015,2026-03-12,True,6.0
S0181,N0001,2026-03-13,False,0.0
S0182,N0002,2026-03-13,False,0.0
S0183,N0003,2026-03-13,False,0.0
S0184,N0004,2026-03-13,True,10.0
S0185,N0005,2026-03-13,False,0.0
S0186,N0006,2026-03-13,False,0.0
S0187,N0007,2026-03-13,False,0.0
S0188,N0008,2026-03-13,True,0.0
S0189,N0009,2026-03-13,False,0.0
S0190,N0010,2026-03-13,False,0.0
S0191,N0011,2026-03-13,False,0.0
S0192,N0012,2026-03-13,True,12.0
S0193,N0013,2026-03-13,True,12.0
S0194,N0014,2026-03-13,False,0.0
S0195,N0015,2026-03-13,False,0.0
S0196,N0001,2026-03-14,False,0.0
S0197,N0002,2026-03-14,False,0.0
S0198,N0003,2026-03-14,False,0.0
S0199,N0004,2026-03-14,False,0.0
S0200,N0005,2026-03-14,False,0.0
S0201,N0006,2026-03-14,False,0.0
S0202,N0007,2026-03-14,False,0.0
S0203,N0008,2026-03-14,False,0.0
S0204,N0009,2026-03-14,False,0.0
S0205,N0010,2026-03-14,True,12.0
S0206,N0011,2026-03-14,True,12.0
S0207,N0012,2026-03-14,True,0.0
S0208,N0013,2026-03-14,True,8.0
S0209,N0014,2026-03-14,False,0.0
S0210,N0015,2026-03-14,False,0.0
S0211,N0001,2026-03-15,True,12.0
S0212,N0002,2026-03-15,True,0.0
S0213,N0003,2026-03-15,True,12.0
S0214,N0004,2026-03-15,True,12.0
S0215,N0005,2026-03-15,False,0.0
S0216,N0006,2026-03-15,False,0.0
S0217,N0007,2026-03-15,False,0.0
S0218,N0008,2026-03-15,False,0.0
S0219,N0009,2026-03-15,False,0.0
S0220,N0010,2026-03-15,False,0.0
S0221,N0011,2026-03-15,False,0.0
S0222,N0012,2026-03-15,False,0.0
S0223,N0013,2026-03-15,False,0.0
S0224,N0014,2026-03-15,False,0.0
S0225,N0015,2026-03-15,False,0.0
S0226,N0001,2026-03-16,True,12.0
S0227,N0002,2026-03-16,True,12.0
S0228,N0003,2026-03-16,True,12.0
S0229,N0004,2026-03-16,False,0.0
S0230,N0005,2026-03-16,False,0.0
S0231,N0006,2026-03-16,True,0.0
S0232,N0007,2026-03-16,False,0.0
S0233,N0008,2026-03-16,False,0.0
S0234,N0009,2026-03-16,False,0.0
S0235,N0010,2026-03-16,False,0.0
S0236,N0011,2026-03-16,False,0.0
S0237,N0012,2026-03-16,True,12.0
S0238,N0013,2026-03-16,True,12.0
S0239,N0014,2026-03-16,False,0.0
S0240,N0015,2026-03-16,True,12.0
S0241,N0001,2026-03-17,True,12.0
S0242,N0002,2026-03-17,False,0.0
S0243,N0003,2026-03-17,False,0.0
S0244,N0004,2026-03-17,False,0.0
S0245,N0005,2026-03-17,False,0.0
S0246,N0006,2026-03-17,True,12.0
S0247,N0007,2026-03-17,False,0.0
S0248,N0008,2026-03-17,False,0.0
S0249,N0009,2026-03-17,True,12.0
S0250,N0010,2026-03-17,False,0.0
S0251,N0011,2026-03-17,False,0.0
S0252,N0012,2026-03-17,True,0.0
S0253,N0013,2026-03-17,True,0.0
S0254,N0014,2026-03-17,False,0.0
S0255,N0015,2026-03-17,False,0.0
S0256,N0001,2026-03-18,False,0.0
S0257,N0002,2026-03-18,True,12.0
S0258,N0003,2026-03-18,False,0.0
S0259,N0004,2026-03-18,True,12.0
S0260,N0005,2026-03-18,False,0.0
S0261,N0006,2026-03-18,False,0.0
S0262,N0007,2026-03-18,False,0.0
S0263,N0008,2026-03-18,True,12.0
S0264,N0009,2026-03-18,False,0.0
S0265,N0010,2026-03-18,False,0.0
S0266,N0011,2026-03-18,False,0.0
S0267,N0012,2026-03-18,True,8.0
S0268,N0013,2026-03-18,False,0.0
S0269,N0014,2026-03-18,False,0.0
S0270,N0015,2026-03-18,False,0.0
S0271,N0001,2026-03-19,False,0.0
S0272,N0002,2026-03-19,False,0.0
S0273,N0003,2026-03-19,True,12.0
S0274,N0004,2026-03-19,True,12.0
S0275,N0005,2026-03-19,False,0.0
S0276,N0006,2026-03-19,False,0.0
S0277,N0007,2026-03-19,False,0.0
S0278,N0008,2026-03-19,True,12.0
S0279,N0009,2026-03-19,False,0.0
S0280,N0010,2026-03-19,False,0.0
S0281,N0011,2026-03-19,False,0.0
S0282,N0012,2026-03-19,True,0.0
S0283,N0013,2026-03-19,False,0.0
S0284,N0014,2026-03-19,False,0.0
S0285,N0015,2026-03-19,False,0.0
S0286,N0001,2026-03-20,False,0.0
S0287,N0002,2026-03-20,False,0.0
S0288,N0003,2026-03-20,False,0.0
S0289,N0004,2026-03-20,False,0.0
S0290,N0005,2026-03-20,False,0.0
S0291,N0006,2026-03-20,False,0.0
S0292,N0007,2026-03-20,False,0.0
S0293,N0008,2026-03-20,True,12.0
S0294,N0009,2026-03-20,False,0.0
S0295,N0010,2026-03-20,True,12.0
S0296,N0011,2026-03-20,True,0.0
S0297,N0012,2026-03-20,False,0.0
S0298,N0013,2026-03-20,False,0.0
S0299,N0014,2026-03-20,False,0.0
S0300,N0015,2026-03-20,True,12.0
S0301,N0001,2026-03-21,False,0.0
S0302,N0002,2026-03-21,False,0.0
S0303,N0003,2026-03-21,False,0.0
S0304,N0004,2026-03-21,False,0.0
S0305,N0005,2026-03-21,False,0.0
S0306,N0006,2026-03-21,True,12.0
S0307,N0007,2026-03-21,True,12.0
S0308,N0008,2026-03-21,False,0.0
S0309,N0009,2026-03-21,False,0.0
S0310,N0010,2026-03-21,False,0.0
S0311,N0011,2026-03-21,True,0.0
S0312,N0012,2026-03-21,True,12.0
S0313,N0013,2026-03-21,False,0.0
S0314,N0014,2026-03-21,False,0.0
S0315,N0015,2026-03-21,True,12.0
S0316,N0001,2026-03-22,True,0.0
S0317,N0002,2026-03-22,True,6.0
S0318,N0003,2026-03-22,True,12.0
S0319,N0004,2026-03-22,False,0.0
S0320,N0005,2026-03-22,False,0.0
S0321,N0006,2026-03-22,True,6.0
S0322,N0007,2026-03-22,False,0.0
S0323,N0008,2026-03-22,True,4.0
S0324,N0009,2026-03-22,False,0.0
S0325,N0010,2026-03-22,False,0.0
S0326,N0011,2026-03-22,False,0.0
S0327,N0012,2026-03-22,False,0.0
S0328,N0013,2026-03-22,True,12.0
S0329,N0014,2026-03-22,False,0.0
S0330,N0015,2026-03-22,False,0.0
S0331,N0001,2026-03-23,True,12.0
S0332,N0002,2026-03-23,True,12.0
S0333,N0003,2026-03-23,True,0.0
S0334,N0004,2026-03-23,True,0.0
S0335,N0005,2026-03-23,False,0.0
S0336,N0006,2026-03-23,True,12.0
S0337,N0007,2026-03-23,False,0.0
S0338,N0008,2026-03-23,False,0.0
S0339,N0009,2026-03-23,False,0.0
S0340,N0010,2026-03-23,False,0.0
S0341,N0011,2026-03-23,False,0.0
S0342,N0012,2026-03-23,True,0.0
S0343,N0013,2026-03-23,False,0.0
S0344,N0014,2026-03-23,False,0.0
S0345,N0015,2026-03-23,False,0.0
S0346,N0001,2026-03-24,False,0.0
S0347,N0002,2026-03-24,False,0.0
S0348,N0003,2026-03-24,False,0.0
S0349,N0004,2026-03-24,True,12.0
S0350,N0005,2026-03-24,False,0.0
S0351,N0006,2026-03-24,False,0.0
S0352,N0007,2026-03-24,False,0.0
S0353,N0008,2026-03-24,False,0.0
S0354,N0009,2026-03-24,False,0.0
S0355,N0010,2026-03-24,True,12.0
S0356,N0011,2026-03-24,True,8.0
S0357,N0012,2026-03-24,False,0.0
S0358,N0013,2026-03-24,True,4.0
S0359,N0014,2026-03-24,False,0.0
S0360,N0015,2026-03-24,True,0.0
S0361,N0001,2026-03-25,True,12.0
S0362,N0002,2026-03-25,False,0.0
S0363,N0003,2026-03-25,False,0.0
S0364,N0004,2026-03-25,False,0.0
S0365,N0005,2026-03-25,False,0.0
S0366,N0006,2026-03-25,False,0.0
S0367,N0007,2026-03-25,False,0.0
S0368,N0008,2026-03-25,True,12.0
S0369,N0009,2026-03-25,False,0.0
S0370,N0010,2026-03-25,True,12.0
S0371,N0011,2026-03-25,True,6.0
S0372,N0012,2026-03-25,True,0.0
S0373,N0013,2026-03-25,False,0.0
S0374,N0014,2026-03-25,False,0.0
S0375,N0015,2026-03-25,False,0.0
S0376,N0001,2026-03-26,False,0.0
S0377,N0002,2026-03-26,True,0.0
S0378,N0003,2026-03-26,False,0.0
S0379,N0004,2026-03-26,True,12.0
S0380,N0005,2026-03-26,False,0.0
S0381,N0006,2026-03-26,False,0.0
S0382,N0007,2026-03-26,False,0.0
S0383,N0008,2026-03-26,True,12.0
S0384,N0009,2026-03-26,False,0.0
S0385,N0010,2026-03-26,False,0.0
S0386,N0011,2026-03-26,False,0.0
S0387,N0012,2026-03-26,True,12.0
S0388,N0013,2026-03-26,True,12.0
S0389,N0014,2026-03-26,False,0.0
S0390,N0015,2026-03-26,True,0.0
S0391,N0001,2026-03-27,False,0.0
S0392,N0002,2026-03-27,False,0.0
S0393,N0003,2026-03-27,True,0.0
S0394,N0004,2026-03-27,False,0.0
S0395,N0005,2026-03-27,True,12.0
S0396,N0006,2026-03-27,False,0.0
S0397,N0007,2026-03-27,False,0.0
S0398,N0008,2026-03-27,False,0.0
S0399,N0009,2026-03-27,False,0.0
S0400,N0010,2026-03-27,False,0.0
S0401,N0011,2026-03-27,True,12.0
S0402,N0012,2026-03-27,False,0.0
S0403,N0013,2026-03-27,True,12.0
S0404,N0014,2026-03-27,False,0.0
S0405,N0015,2026-03-27,True,0.0
S0406,N0001,2026-03-28,False,0.0
S0407,N0002,2026-03-28,False,0.0
S0408,N0003,2026-03-28,False,0.0
S0409,N0004,2026-03-28,False,0.0
S0410,N0005,2026-03-28,False,0.0
S0411,N0006,2026-03-28,True,0.0
S0412,N0007,2026-03-28,False,0.0
S0413,N0008,2026-03-28,False,0.0
S0414,N0009,2026-03-28,False,0.0
S0415,N0010,2026-03-28,True,12.0
S0416,N0011,2026-03-28,True,8.0
S0417,N0012,2026-03-28,True,12.0
S0418,N0013,2026-03-28,False,0.0
S0419,N0014,2026-03-28,True,12.0
S0420,N0015,2026-03-28,False,0.0
